model,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform
Gemini 3.1 Pro (Variant B),E1394,M02489,0.03,3.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1394,M02490,0.97,99.0,3.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1031,M01857,0.01,16.0,98.94,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1031,M01858,0.99,98.94,16.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1032,M01859,0.02,25.0,94.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1271,M02269,0.14,59.0,45.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1033,M01860,0.38,30.0,70.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1033,M01861,0.62,70.0,30.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1034,M01862,0.77,31.0,72.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1035,M01863,0.82,80.0,21.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1035,M01864,0.18,21.0,80.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1036,M01865,0.96,94.0,7.000000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1036,M01866,0.04,7.000000000000001,94.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1158,M02067,0.95,97.0,4.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1158,M02068,0.05,4.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1515,M02703,0.05,15.0,90.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1515,M02704,0.95,90.0,15.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1037,M01867,0.28,88.0,26.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1037,M01868,0.72,26.0,88.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1038,M01869,0.48,52.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1038,M01870,0.46,48.0,53.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1039,M01871,0.47,33.0,70.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1039,M01872,0.76,50.0,55.00000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1039,M01873,0.85,55.00000000000001,47.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1040,M01874,0.39,55.00000000000001,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1040,M01875,0.61,49.0,55.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1041,M01876,0.003,0.2,99.8,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1042,M01877,0.83,83.0,18.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1042,M01878,0.17,18.0,83.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1043,M01879,0.52,54.0,47.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1043,M01880,0.48,47.0,54.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1044,M01881,0.48,49.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1044,M01882,0.52,52.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1045,M01883,0.41,42.0,59.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1045,M01884,0.5900000000000001,59.0,42.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1395,M02491,0.04,5.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1395,M02492,0.96,98.0,5.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1159,M02069,0.02,4.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1159,M02070,0.98,99.0,4.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1046,M01885,0.52,52.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1046,M01886,0.48,49.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1047,M01887,0.51,54.0,47.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1047,M01888,0.49,47.0,54.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1048,M01889,0.53,56.99999999999999,44.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1048,M01890,0.47,44.0,56.99999999999999,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1160,M02071,0.13,31.0,72.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1160,M02072,0.87,72.0,31.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1049,M01891,0.12,77.0,24.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1050,M01892,0.99,95.0,7.000000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1050,M01893,0.01,7.000000000000001,95.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1051,M01894,0.49,49.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1051,M01895,0.51,52.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1052,M01896,0.49,50.0,51.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1052,M01897,0.51,51.0,50.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1053,M01898,0.54,49.0,52.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1053,M01899,0.4599999999999999,52.0,49.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1054,M01900,0.48,52.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1054,M01901,0.52,49.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1055,M01902,0.45,46.0,55.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1055,M01903,0.55,55.00000000000001,46.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1056,M01904,0.48,52.0,49.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1056,M01905,0.52,49.0,52.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1057,M01906,0.49,51.0,50.67,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1057,M01907,0.51,50.67,51.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1161,M02073,0.96,97.0,5.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1161,M02074,0.04,5.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1058,M01908,0.26,31.0,71.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1058,M01909,0.74,71.0,31.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1059,M01910,0.34,68.0,61.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1059,M01911,0.6599999999999999,61.0,68.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1060,M01912,0.42,43.0,59.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1060,M01913,0.5800000000000001,59.0,43.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1061,M01914,0.48,52.0,49.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1061,M01915,0.52,49.0,52.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1062,M01916,0.46,47.0,54.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1062,M01917,0.54,54.0,47.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1516,M02705,0.01,1.0,99.9,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1063,M01918,0.48,48.0,53.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1063,M01919,0.52,53.0,48.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1064,M01920,0.96,92.0,10.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1064,M01921,0.04,10.0,92.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1162,M02075,0.43,38.0,63.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1162,M02076,0.5700000000000001,63.0,38.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1163,M02077,0.79,77.0,25.4,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1163,M02078,0.2099999999999999,25.4,77.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1396,M02493,0.02,3.9,98.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1164,M02079,0.53,52.0,49.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1164,M02080,0.47,49.0,52.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1165,M02081,0.09,9.0,91.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1165,M02082,0.91,91.0,9.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1517,M02706,0.01,0.4,99.8,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1272,M02270,0.13,24.0,78.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1272,M02271,0.87,78.0,24.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1166,M02083,0.88,82.0,19.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1167,M02084,0.97,99.0,2.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1167,M02085,0.03,2.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1168,M02086,0.54,66.0,48.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1168,M02087,0.4599999999999999,48.0,66.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1169,M02088,0.03,47.52,64.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1169,M02089,0.97,64.0,47.52,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1170,M02090,0.96,88.0,17.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1170,M02091,0.04,17.0,88.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1171,M02092,0.98,98.0,3.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1171,M02093,0.02,3.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1172,M02094,0.01,4.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1173,M02095,0.54,54.0,47.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1173,M02096,0.4599999999999999,47.0,54.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1174,M02097,0.03,5.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1175,M02098,0.47,55.00000000000001,46.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1175,M02099,0.53,46.0,55.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E4560,M08798,0.31,71.0,30.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E4560,M08799,0.69,30.0,71.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1176,M02100,0.16,14.000000000000002,89.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1177,M02101,0.38,67.0,35.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1178,M02102,0.68,68.0,37.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1179,M02103,0.47,48.0,55.00000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1179,M02104,0.53,55.00000000000001,48.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1180,M02105,0.74,69.0,33.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1180,M02106,0.26,33.0,69.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1181,M02107,0.5,54.0,49.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1611,M02878,0.36,96.0,16.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1611,M02879,0.64,16.0,96.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1182,M02108,0.99,96.0,5.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1182,M02109,0.01,5.0,96.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1183,M02110,0.22,46.0,55.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1183,M02111,0.78,55.00000000000001,46.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E2637,M04889,0.22,75.0,28.999999999999996,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E2637,M04890,0.78,28.999999999999996,75.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1184,M02112,0.97,97.0,5.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1184,M02113,0.03,5.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E2638,M04891,0.3,60.0,41.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E2638,M04892,0.7,41.0,60.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1185,M02114,0.05,8.0,87.3,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1186,M02115,0.24,38.0,68.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1186,M02116,0.76,68.0,38.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1187,M02117,0.14,3.8,96.2,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1187,M02118,0.86,96.2,3.8,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1518,M02707,0.01,29.9,99.7,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1188,M02119,0.01,1.4500000000000002,99.6,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1189,M02120,0.01,0.6,99.7,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1190,M02121,0.21,0.2,99.8,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1190,M02122,0.79,99.8,0.2,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1191,M02123,0.02,0.2,99.9,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1191,M02124,0.98,99.9,0.2,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1273,M02272,0.01,1.3,99.2,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1273,M02273,0.99,99.2,1.3,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1192,M02125,0.11,9.5,93.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1192,M02126,0.89,93.0,9.5,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1193,M02127,0.01,0.3,99.75,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1193,M02128,0.99,99.75,0.3,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1274,M02274,0.001,0.2,99.9,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1274,M02275,0.999,99.9,0.2,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1194,M02129,0.44,55.00000000000001,47.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1195,M02130,0.56,55.00000000000001,48.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1196,M02131,0.46,47.0,55.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1197,M02132,0.36,52.0,49.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1198,M02133,0.46,54.0,48.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1199,M02134,0.55,53.0,48.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1200,M02135,0.53,57.99999999999999,46.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1201,M02136,0.52,53.0,50.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1202,M02137,0.55,56.99999999999999,45.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1275,M02276,0.42,50.0,54.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1276,M02277,0.46,52.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1277,M02278,0.61,54.0,47.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1278,M02279,0.37,44.0,56.99999999999999,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1203,M02138,0.46,53.0,51.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1279,M02280,0.82,99.0,23.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1204,M02139,0.86,99.0,79.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1204,M02140,0.14,79.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1205,M02141,0.44,46.0,55.00000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1206,M02142,0.73,66.0,37.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1206,M02143,0.27,37.0,66.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1397,M02494,0.97,98.0,3.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1397,M02495,0.03,3.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1280,M02281,0.78,78.0,24.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1280,M02282,0.2199999999999999,24.0,78.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1207,M02144,0.86,28.999999999999996,72.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1208,M02145,0.36,53.0,48.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1209,M02146,0.52,52.0,49.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1209,M02147,0.48,49.0,52.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1210,M02148,0.45,45.0,56.00000000000001,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1210,M02149,0.55,56.00000000000001,45.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1211,M02150,0.95,99.66,0.5,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1211,M02151,0.05,0.5,99.66,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1212,M02152,0.99,99.5,1.4,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1212,M02153,0.01,1.4,99.5,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1213,M02154,0.49,51.0,50.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1213,M02155,0.51,50.0,51.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1214,M02156,0.28,65.0,34.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1214,M02157,0.72,34.0,65.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1215,M02158,0.18,31.0,70.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1215,M02159,0.8200000000000001,70.0,31.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1216,M02160,0.65,54.0,49.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1216,M02161,0.35,49.0,54.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1217,M02162,0.01,4.9,98.7,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1217,M02163,0.99,98.7,4.9,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1218,M02164,0.58,98.0,20.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1218,M02165,0.42,20.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1219,M02166,0.96,98.0,3.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1219,M02167,0.04,3.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1220,M02168,0.28,20.0,81.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1220,M02169,0.72,81.0,20.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1221,M02170,0.99,90.0,14.000000000000002,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1221,M02171,0.01,14.000000000000002,90.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1222,M02172,0.53,53.0,49.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1222,M02173,0.47,49.0,53.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1223,M02174,0.74,95.0,30.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1223,M02175,0.26,30.0,95.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1224,M02176,0.34,25.0,82.89,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1224,M02177,0.6599999999999999,82.89,25.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1225,M02178,0.32,37.0,66.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1225,M02179,0.6799999999999999,66.0,37.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1226,M02180,0.97,96.0,7.000000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1226,M02181,0.03,7.000000000000001,96.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1227,M02182,0.99,75.0,28.999999999999996,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1227,M02183,0.01,28.999999999999996,75.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1281,M02283,0.84,93.0,9.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1281,M02284,0.16,9.0,93.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1228,M02184,0.43,42.0,59.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1228,M02185,0.5700000000000001,59.0,42.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1229,M02186,0.51,56.00000000000001,45.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1229,M02187,0.49,45.0,56.00000000000001,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1230,M02188,0.62,69.0,36.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1230,M02189,0.38,36.0,69.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1282,M02285,0.74,85.0,23.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1283,M02286,0.76,75.0,28.000000000000004,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1283,M02287,0.72,47.0,56.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1231,M02190,0.23,62.0,40.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1231,M02191,0.77,40.0,62.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1284,M02288,0.09,11.0,94.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1285,M02289,0.71,71.0,31.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1285,M02290,0.29,31.0,71.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1286,M02291,0.02,21.0,80.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1287,M02292,0.37,45.9,54.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1287,M02293,0.63,54.0,45.9,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1398,M02496,0.01,0.8999999999999999,99.6,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1288,M02294,0.49,51.0,50.27,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1288,M02295,0.51,50.27,51.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1289,M02296,0.18,76.0,74.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1289,M02297,0.61,75.0,84.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1290,M02298,0.82,83.0,68.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1290,M02299,0.18,68.0,83.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1291,M02300,0.79,81.0,20.0,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1291,M02301,0.2099999999999999,20.0,81.0,0.0,Polymarket
Gemini 3.1 Pro (Variant B),E1292,M02302,0.99,99.0,32.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1292,M02303,0.01,32.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1293,M02304,0.66,55.00000000000001,47.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1294,M02305,0.02,3.68,99.6,1.0,Polymarket
Gemini 3.1 Pro (Variant B),E1612,M02897,0.01,91.0,12.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1612,M02898,0.99,12.0,91.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1295,M02306,0.54,47.0,54.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1296,M02307,0.65,62.0,39.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1296,M02308,0.35,39.0,62.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1297,M02309,0.53,56.00000000000001,59.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1297,M02310,0.47,59.0,56.00000000000001,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1298,M02311,0.52,53.0,49.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1298,M02312,0.48,49.0,53.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1299,M02313,0.99,97.0,8.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1299,M02314,0.01,8.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1300,M02315,0.96,99.0,3.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1300,M02316,0.04,3.0,99.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1301,M02317,0.48,52.0,50.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1301,M02318,0.52,50.0,52.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1302,M02319,0.14,37.0,72.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1302,M02320,0.27,33.0,73.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1303,M02321,0.12,16.0,85.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E4561,M08804,0.21,59.0,42.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E4561,M08805,0.79,42.0,59.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1304,M02322,0.15,37.0,64.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1304,M02323,0.85,64.0,37.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1399,M02497,0.38,41.0,61.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1305,M02324,0.87,85.0,39.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1305,M02325,0.68,73.0,43.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1306,M02326,0.65,93.0,8.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1306,M02327,0.35,8.0,93.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E4562,M08806,0.34,98.0,10.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E4562,M08807,0.6599999999999999,10.0,98.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1307,M02328,0.35,69.0,37.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1307,M02329,0.65,37.0,69.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1613,M02900,0.13,48.0,56.00000000000001,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E1613,M02901,0.87,56.00000000000001,48.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E4563,M08808,0.16,68.0,48.0,1.0,Kalshi
Gemini 3.1 Pro (Variant B),E4563,M08809,0.84,48.0,68.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1308,M02330,0.02,4.0,97.0,0.0,Kalshi
Gemini 3.1 Pro (Variant B),E1308,M02331,0.98,97.0,4.0,1.0,Kalshi
